SYMBOL	ID	ENTREZID	GENENAME	CHR	CHRLOC	ectoderm_rep1	endoderm_rep1	endoderm_rep2	HUES64_rep1	mesoderm_rep1	mesoderm_rep2	ectoderm_rep2	ectoderm_rep3	HUES64_rep2
LOC100422495	gene15209	100422495	protein tyrosine phosphatase, non-receptor type 4 (megakaryocyte) pseudogene	8	NA	0.02	0.22	0.16	0.1	0.14	0.05	0.21	0.25	0.07
XKR5	gene15212	389610	XK, Kell blood group complex subunit-related family, member 5	8	  -6666041	2.28	1.59	1.45	0.88	0.66	0.69	4.49	3.29	0.53
LOC100652791	gene15213	NA	NA	NA	NA	0.71	0.19	0.27	0.12	0.07	0.07	0.83	0.79	0.14
DEFA6	gene15216	1671	defensin, alpha 6, Paneth cell-specific	8	  -6782216	0	1.35	0	0	0	0	0	0	0
DEFA9P	gene15219	449492	defensin, alpha 9 pseudogene	8	NA	0	0.07	0	0	0	0	0	0	0
DEFA5	gene15228	1670	defensin, alpha 5, Paneth cell-specific	8	  -6912829	0.19	0	0	0	0	0	0	0	0
LOC101059933	gene15229	NA	NA	NA	NA	0.07	0	0.1	0	0	0	0.16	0.17	0.05
LOC101059925	gene15230	101059925	40S ribosomal protein S24-like	8	NA	0	0	0.3	0	0	0	0	0	0
LOC100310856	gene15232	NA	NA	NA	NA	0.18	0.11	0.18	0	0	0	0.12	0	0.14
RPS3AP33	gene15234	100271259	ribosomal protein S3a pseudogene 33	8	NA	0	0.04	0	0	0	0	0	0	0
LOC101059929	gene15235	NA	NA	NA	NA	0	0	0	0.2	0	0	0	0	0
LOC349196	gene15239	NA	NA	NA	NA	0.04	0.14	0	0.11	0.1	0.12	0.45	0.35	0.1
LOC100499497	gene1524	100499497	matrin 3 pseudogene	1	NA	1.26	0.69	0.33	0.67	0.49	0.19	2.25	2.39	0.41
FAM90A5P	gene15243	441315	putative protein FAM90A5	8	NA	0	0	0	0	0	0	0.02	0	0
FAM66B	gene15245	100128890	family with sequence similarity 66, member B	8	  -7159133	0.08	0	0.2	0.08	0	0	0.14	0.58	0
USP17L4	gene15248	645402	ubiquitin specific peptidase 17-like family member 4	8	   7194637	0	0	0	0	0	0	0	0	0.01
LOC401957	gene1525	401957	matrin 3 pseudogene	1	NA	0.63	0.68	0.29	0.37	0.26	0.52	1.58	1.74	0.28
ZNF705G	gene15250	100131980	zinc finger protein 705G	8	  -7215498	0	0	0	0	0	0.08	0	0	0
HSPD1P3	gene15252	3332	heat shock 60kDa protein 1 (chaperonin) pseudogene 3	8	NA	0.09	0	0.03	0.11	0.03	0.03	0.07	0.03	0.08
LOC100131608	gene15260	NA	NA	NA	NA	0	0.07	0	0	0	0	0.38	0	0
FAM90A7P	gene15262	441317	putative protein FAM90A7	8	  -7413660;   -7421310	0	0	0	0	0.04	0	0	0.04	0
LOC101059942	gene15267	NA	NA	NA	NA	0.21	0.56	0.64	0.22	0.1	0.25	0.09	0.24	0.22
LOC101060065	gene15268	NA	NA	NA	NA	0	0.18	0	0	0.16	0	0	0	0
OR7E154P	gene15269	403296	olfactory receptor, family 7, subfamily E, member 154 pseudogene	8	NA	0	0	0	0	0.08	0	0.06	0	0
FAM90A18P	gene15271	441326	putative protein FAM90A18/FAM90A19	8	NA	0	0	0	0	0	0	0.01	0	0
FAM90A16P	gene15272	441323	family with sequence similarity 90, member A16, pseudogene	8	NA	0	0	0	0	0	0	0.01	0	0
FAM90A8P	gene15273	441324	putative protein FAM90A8	8	NA	0	0	0	0.03	0	0	0	0	0
FAM90A17P	gene15274	728746	family with sequence similarity 90, member A17, pseudogene	8	NA	0	0	0	0	0	0	0.01	0	0
FAM90A19P	gene15275	728753	putative protein FAM90A18/FAM90A19	8	NA	0	0	0	0	0	0	0.01	0	0
LOC100133251	gene15278	NA	NA	NA	NA	0.15	0	0	0	0	0	0	0	0
PRMT6	gene1528	55170	protein arginine methyltransferase 6	1	 107599267	7.24	6.83	5.39	6.54	2.58	2.35	14.52	9.83	7.42
HSPD1P2	gene15285	645808	heat shock 60kDa protein 1 (chaperonin) pseudogene 2	8	NA	0.02	0	0	0	0	0	0	0	0
DEFB4A	gene15286	1673	defensin, beta 4A	8	   7752199	0	0	0	0	0	0	0	0	0.24
ZNF705B	gene15287	100132396	zinc finger protein 705B	8	   7783859	0	0	0.03	0	0	0	0	0	0
FAM66E	gene15289	100132103	family with sequence similarity 66, member E	8	   7812535	0.22	0.16	0	0	0.18	0.1	0.11	0.07	0.17
NTNG1	gene1529	22854	netrin G1	1	 107682745;  107682629	0.06	0.35	0.35	0.15	0.83	0.4	0.07	0.02	0.14
USP17L8	gene15291	392188	ubiquitin specific peptidase 17-like family member 8	8	  -7829183	0	0	0	0	0	0	0	0	0.01
USP17L3	gene15292	645836	ubiquitin specific peptidase 17-like family member 3	8	  -7833915	0	0	0	0	0	0	0	0	0.01
FAM90A11P	gene15293	441331	family with sequence similarity 90, member A11 pseudogene	8	NA	0	0	0	0	0	0.02	0	0	0.02
FAM90A24P	gene15294	441332	family with sequence similarity 90, member A24 (pseudogene)	8	NA	0	0	0	0	0	0	0	0	0.06
LOC101060072	gene15297	NA	NA	NA	NA	0.08	0.1	0	0	0	0	0	0	0.15
LOC100132046	gene15298	NA	NA	NA	NA	0.37	1.03	1.58	0.48	0.52	0.37	0.53	0.53	1.07
NOL9	gene153	79707	nucleolar protein 9	1	  -6581407	2.48	3.06	2.56	2.39	1.81	1.83	7.46	5.64	2.84
NDUFA4P1	gene1530	360165	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4, 9kDa, pseudogene 1	1	NA	0	0	0	0	0	0.19	0	0	0
RPS3AP31	gene15300	100271256	ribosomal protein S3a pseudogene 31	8	NA	0	0.04	0	0	0	0	0	0	0
LOC100421823	gene15301	NA	NA	NA	NA	0.14	0.83	0.68	1.47	0.37	0.33	0.32	0.26	1.27
FAM86B3P	gene15302	286042	family with sequence similarity 86, member A pseudogene	8	   8086092	0.91	1.25	1.18	1.15	0.97	0.56	1.51	1.68	0.89
SGK223	gene15303	157285	homolog of rat pragma of Rnd2	8	  -8175258	4.15	12.73	11.48	5.63	6.37	4.66	6.49	5.49	5.96
CLDN23	gene15304	137075	claudin 23	8	   8559666	0.34	0.47	0.72	0.56	0.3	0.33	0.6	0.53	0.6
MFHAS1	gene15305	9258	malignant fibrous histiocytoma amplified sequence 1	8	  -8641999	5.97	5.78	5.66	4.82	3.27	3.31	12.43	10.98	5.2
MRPS18CP2	gene15306	286043	mitochondrial ribosomal protein S18C pseudogene 2	8	NA	0	0	0.46	0	0	0.47	0	0	0
ERI1	gene15308	90459	exoribonuclease 1	8	   8860314	3.05	4.25	4.28	2.74	3.2	2.85	5.17	5.21	2.87
VAV3	gene1531	10451	vav 3 guanine nucleotide exchange factor	1	-108113782	0.27	0.86	0.66	1.18	2.62	1.96	0.4	0.39	0.98
PPP1R3B	gene15310	79660	protein phosphatase 1, regulatory subunit 3B	8	  -8993764	1.75	5.98	5.06	9.44	3.41	2.95	2.73	2.88	10.28
LOC157273	gene15312	157273	uncharacterized LOC157273	8	   9182561	0	0	0	0	0.1	0	0	0	0
LOC100420404	gene15313	100420404	DENN/MADD domain containing 4A pseudogene	8	NA	0.03	0.05	0.19	0.04	0.17	0.03	0.14	0.19	0.06
TNKS	gene15314	8658	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase	8	   9413445	6.1	8.48	7.72	4.09	7.5	6.15	11.82	10.18	3.55
LINC00599	gene15316	157627	long intergenic non-protein coding RNA 599	8	  -9757574	0.36	3.39	1.38	0.92	0.15	0.05	0.15	0.15	1.28
MSRA	gene15318	4482	methionine sulfoxide reductase A	8	   9911830;    9953066	0.75	1.28	1.02	0.63	0.91	1.1	0.53	0.46	0.39
LOC100420053	gene15319	100420053	transmembrane protein 126A pseudogene	8	NA	0.55	0.48	0.29	0.09	0.44	0.42	1.08	0.87	0.09
PRSS52P	gene15320	100419209	protease, serine, 52, pseudogene	8	NA	0.03	0.16	0.15	0.05	0.13	0.13	0.18	0.1	0.04
PRSS55	gene15321	203074	protease, serine, 55	8	  10383056	0	0	0.08	0	0	0	0	0	0
RP1L1	gene15322	94137	retinitis pigmentosa 1-like 1	8	 -10463860	0	0.04	0.02	0	0.16	0.09	0.07	0.04	0.02
SOX7	gene15325	83595	SRY (sex determining region Y)-box 7	8	 -10581278	0.2	0.26	0.4	0.14	17.89	10.77	0.52	0.25	0.33
PINX1	gene15326	54984	PIN2/TERF1 interacting, telomerase inhibitor 1	8	 -10622884	4.59	6.05	4.85	6.99	4.59	5.21	8.29	5.74	7.4
XKR6	gene15328	286046	XK, Kell blood group complex subunit-related family, member 6	8	 -10753657	0.34	0.46	0.45	0.33	0.43	0.31	0.58	0.8	0.25
SLC25A24	gene1533	29957	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 24	1	-108677344	8.09	12.87	11.9	8.01	12.96	14.43	15.68	12.89	8.53
LOC100996519	gene15330	NA	NA	NA	NA	1.29	1.09	0.88	1.11	0.72	0.62	2.93	1.68	0.93
RPL19P13	gene15332	392193	ribosomal protein L19 pseudogene 13	8	NA	0	0	0	0	0.13	0	0	0	0
MTMR9	gene15333	66036	myotubularin related protein 9	8	  11142000	3.12	4.04	3.83	2.68	3.04	2.47	5.72	4.21	3.31
SLC35G5	gene15334	83650	solute carrier family 35, member G5	8	  11188495	0	0.12	0	0.11	0.06	0	0.04	0.13	0
TDH	gene15335	157739	L-threonine dehydrogenase (pseudogene)	8	  11197146	0	0	0	0	0	0.11	0.04	0.06	0
C8orf12	gene15336	83656	chromosome 8 open reading frame 12	8	  11225911	0	0	0	0	0	0	0	0	0.04
FAM167A	gene15337	83648	family with sequence similarity 167, member A	8	 -11278973	1.18	4.1	3.56	0.62	1.31	0.93	1.67	1.62	0.66
BLK	gene15338	640	BLK proto-oncogene, Src family tyrosine kinase	8	  11351521	0	0	0	0	0	0.03	0	0	0
NBPF4	gene1534	148545	neuroblastoma breakpoint family, member 4	1	-108765963	0	0	0	0	0.16	0.14	0	0	0
GATA4	gene15340	2626	GATA binding protein 4	8	  11561717	0.21	8.21	8.77	0.82	18.51	15.97	0.13	0.06	0.74
C8orf49	gene15341	606553	chromosome 8 open reading frame 49	8	NA	0	0.26	0.19	0.04	0.77	0.77	0.13	0.05	0.06
NEIL2	gene15342	252969	nei endonuclease VIII-like 2 (E. coli)	8	  11627172	2.77	4.75	5.12	2.85	3.31	2.18	5.29	7.22	1.92
SUB1P1	gene15343	728938	SUB1 pseudogene 1	8	NA	0	0	0	0	0	0.07	0.05	0	0.04
FDFT1	gene15344	2222	farnesyl-diphosphate farnesyltransferase 1	8	  11660190	36.65	144.29	135.52	89.46	141.6	113.81	62.6	68.34	83.59
CTSB	gene15345	1508	cathepsin B	8	 -11700034	11.53	13.97	12.94	5.4	95.53	76.64	19	15.56	4.67
LOC727941	gene1535	NA	NA	NA	NA	0.02	0.02	0.03	0.02	0.02	0	0.07	0.04	0.01
OR7E160P	gene15351	402333	olfactory receptor, family 7, subfamily E, member 160 pseudogene	8	NA	0.14	0.33	0.33	0.15	0.11	0.12	0.35	0.31	0.21
ZNF705D	gene15355	728957	zinc finger protein 705D	8	  11946847	0	0	0.03	0	0	0	0	0	0
FAM66D	gene15357	100132923	family with sequence similarity 66, member D	8	  11973291	0.12	0.2	0.1	0.13	0	0.27	0.15	0.18	0.15
NBPF5	gene1536	NA	NA	NA	NA	0.02	0	0.03	0.03	0.01	0.01	0.02	0.01	0
USP17L2	gene15360	377630	ubiquitin specific peptidase 17-like family member 2	8	 -11994677	0	0	0	0.04	0	0	0	0	0.01
DEFB109P3	gene15361	503838	defensin, beta 109, pseudogene 3	8	NA	0.01	0.05	0.03	0	0.02	0.03	0.01	0.03	0.01
FAM90A2P	gene15362	729689	family with sequence similarity 90, member A2 pseudogene	8	 -12030963	0.09	0.02	0	0	0	0	0	0.11	0
FAM86B1	gene15363	85002	family with sequence similarity 86, member B1	8	 -12039613	1.15	1.77	1.17	2.11	0.57	0.43	1.54	1.87	2.03
FAM85A	gene15364	619423	family with sequence similarity 85, member A	8	NA	0.11	0.68	0.74	0.23	0.42	0.66	1.02	1.07	0.22
ZNF705C	gene15368	389631	zinc finger protein 705C, pseudogene	8	NA	0	0	0	0	0	0.02	0.03	0.04	0.01
FAM66A	gene15369	100133172	family with sequence similarity 66, member A	8	  12219528	0.66	0.45	0.43	0.03	0.28	0	0.31	0.16	0.34
LOC100422608	gene1537	NA	NA	NA	NA	0.06	0.18	0.16	0.05	0.1	0.1	0.18	0.15	0.07
FAM90A25P	gene15373	389633	family with sequence similarity 90, member A7 pseudogene	8	NA	0	0.07	0.14	0.03	0	0	0.13	0	0.08
ALG1L12P	gene15374	100421097	asparagine-linked glycosylation 1-like 12, pseudogene	8	NA	0.34	0.37	0.19	0.19	0.05	0.08	0.75	0.51	0.15
FAM86B2	gene15375	653333	family with sequence similarity 86, member B2	8	 -12283124	0.07	0	0.15	0.12	0.13	0.01	0.05	0.19	0.09
LOC100506990	gene15376	100506990	uncharacterized LOC100506990	8	  12294522	2.12	5.72	4.36	1.89	3.07	2.38	3.41	3.17	1.77
DEFB109P2	gene15377	503839	defensin, beta 109, pseudogene 2	8	NA	0.02	0.03	0.04	0.01	0.03	0.01	0.15	0.11	0.02
LOC729732	gene15378	729732	uncharacterized LOC729732	8	 -12394588	0.31	1.42	1.38	1.26	0.65	0.36	0.78	0.55	1.58
RPS3AP34	gene15379	100271260	ribosomal protein S3a pseudogene 34	8	NA	0.08	0.44	0.93	0.09	0	0.1	0.07	0	0.12
LOC400768	gene1538	400768	uncharacterized LOC400768	1	NA	0	0	0	0	0.02	0	0.04	0	0
RPS3AP35	gene15380	100271261	ribosomal protein S3a pseudogene 35	8	NA	0	0	0	0.09	0	0	0	0.1	0
OR7E15P	gene15382	8588	olfactory receptor, family 7, subfamily E, member 15 pseudogene	8	NA	0.11	0	0	0	0	0	0	0	0
LONRF1	gene15385	91694	LON peptidase N-terminal domain and ring finger 1	8	 -12579406	5.15	13.46	10.84	7.7	7.64	6.62	7.17	7.3	7.42
KIAA1456	gene15389	57604	KIAA1456	8	  12803183;   12869773	0.34	0.61	0.65	0.14	0.5	0.38	0.51	0.67	0.16
NBPF6	gene1539	653149	neuroblastoma breakpoint family, member 6	1	 108992904	0	0	0	0.03	0	0	0	0	0
LOC100422204	gene15390	100422204	regulatory solute carrier protein, family 1, member 1 pseudogene	8	NA	0.33	0.61	0.64	0.23	0.3	0.19	0.97	0.86	0.33
DLC1	gene15391	10395	DLC1 Rho GTPase activating protein	8	 -12940872;  -13162116	1.98	5.81	6.02	1.41	14.25	10.96	3.62	3.49	1.28
C8orf48	gene15393	157773	chromosome 8 open reading frame 48	8	  13424352	0.96	0.42	0.9	0.41	0.31	0.57	1.3	0.64	0.4
SGCZ	gene15398	137868	sarcoglycan, zeta	8	 -13947373	0	0	0	0.03	0.03	0.03	0	0.03	0
TAS1R1	gene154	80835	taste receptor, type 1, member 1	1	   6615338	0	0	0.02	0	0	0.07	0.02	0.04	0
TUSC3	gene15401	7991	tumor suppressor candidate 3	8	  15397596	7.81	11.76	9.64	6.42	12.84	11.2	14.38	12.52	6.48
MSR1	gene15405	4481	macrophage scavenger receptor 1	8	 -15965387;  -15996826	0.02	0.13	0.14	0.02	0	0	0	0	0.02
FGF20	gene15408	26281	fibroblast growth factor 20	8	 -16850334	0	0.14	0.45	0	0.16	0.31	0	0	0.1
EFHA2	gene15409	NA	NA	NA	NA	1.13	1.57	1.74	0.62	1.73	2.31	2.29	1.66	0.57
ZDHHC2	gene15411	51201	zinc finger, DHHC-type containing 2	8	  17013836	2.62	6.64	7.06	3.54	6.6	5.47	3.69	2.67	2.67
CNOT7	gene15412	29883	CCR4-NOT transcription complex, subunit 7	8	 -17089022;  -17086740	20.25	29.38	24.96	20.97	23.3	22.09	37.01	31.45	24.35
VPS37A	gene15413	137492	vacuolar protein sorting 37 homolog A (S. cerevisiae)	8	  17104401	3	4.24	4.35	3.05	5.85	4.71	4.65	3.83	3.02
MTMR7	gene15414	9108	myotubularin related protein 7	8	 -17154306	0.92	0.83	0.63	0.47	0.05	0.1	1.47	1.18	0.46
SLC7A2	gene15416	6542	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2	8	  17396286;   17354597	0.88	1.24	1.04	1.47	3.2	2.49	1.35	1.34	1.43
PDGFRL	gene15417	5157	platelet-derived growth factor receptor-like	8	  17433942	0.51	0.63	0.52	0.75	0.04	0.04	0.83	0.82	0.76
MTUS1	gene15418	57509	microtubule associated tumor suppressor 1	8	 -17501303	0.48	2.74	2.75	0.6	1.02	1.03	0.41	0.22	0.6
FAM102B	gene1542	284611	family with sequence similarity 102, member B	1	 109102971	1.15	3.77	3.93	2.15	3.32	3.1	1.78	1.77	1.56
FGL1	gene15421	2267	fibrinogen-like 1	8	 -17721900	0	0	0	0	0.06	0	0	0	0
PCM1	gene15422	5108	pericentriolar material 1	8	  17780366	14.38	17.19	16.51	9.63	9.92	10.09	23.39	21.12	10.04
ASAH1	gene15423	427	N-acylsphingosine amidohydrolase (acid ceramidase) 1	8	 -17913925	6.59	9.86	8.71	6.98	13.76	11.43	10.81	9.88	6.64
MRPS18CP3	gene15424	359764	mitochondrial ribosomal protein S18C pseudogene 3	8	NA	0	0	0	0	0	0.1	0.07	0.1	0
NAT1	gene15426	9	N-acetyltransferase 1 (arylamine N-acetyltransferase)	8	  18067618;   18027971;   18079177	0.81	0.78	1.06	0.77	0.95	1.23	1.38	1.34	0.96
RPL10AP11	gene15429	392206	ribosomal protein L10a pseudogene 11	8	NA	0	0	0.12	0	0	0	0	0	0
HENMT1	gene1543	113802	HEN1 methyltransferase homolog 1 (Arabidopsis)	1	-109190910	0.65	0.61	0.65	0.79	0.54	0.35	1.32	1.17	0.87
NAT2	gene15430	10	N-acetyltransferase 2 (arylamine N-acetyltransferase)	8	  18248755	0	0.16	0.06	0.05	0	0	0.08	0.12	0
PSD3	gene15431	23362	pleckstrin and Sec7 domain containing 3	8	 -18384813	3.18	5.29	5.19	1.82	1.82	1.58	5.07	5.14	1.67
RPL35P6	gene15433	100271007	ribosomal protein L35 pseudogene 6	8	NA	0	0.23	0.24	0.22	0	0	0	0	0
LOC442382	gene15435	442382	ATPase, Ca++ transporting, plasma membrane 1 pseudogene	8	NA	0	0.08	0	0	0.03	0	0.02	0	0
SH2D4A	gene15436	63898	SH2 domain containing 4A	8	  19171487;   19171081	0.27	0.22	0.27	0.35	0.39	0.47	0.38	0.4	0.45
CSGALNACT1	gene15437	55790	chondroitin sulfate N-acetylgalactosaminyltransferase 1	8	 -19261672	0.04	0.08	0.14	0.1	1.44	1	0	0.11	0.01
INTS10	gene15438	55174	integrator complex subunit 10	8	  19674918	7.53	9.27	6.84	5.21	9.46	8.8	9.9	9.92	6.65
LPL	gene15439	4023	lipoprotein lipase	8	  19796582	0.31	3.05	2.52	2.13	38.28	30.45	0.37	0.5	1.84
PRPF38B	gene1544	55119	pre-mRNA processing factor 38B	1	 109234935;  109234932	5.76	8.66	7.47	5.26	6.02	7.36	10.6	10.9	5.54
SLC18A1	gene15441	6570	solute carrier family 18 (vesicular monoamine transporter), member 1	8	 -20002366	0.02	0	0.02	0.02	0.54	0.31	0.02	0	0
ATP6V1B2	gene15442	526	ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B2	8	  20054704	8.64	17.99	18.04	8.8	15.43	13.46	15.59	15.23	10.71
LZTS1	gene15443	11178	leucine zipper, putative tumor suppressor 1	8	 -20103676	0.31	5.52	5.35	1.41	3.58	2.29	0.51	0.38	1.69
TMEM97P2	gene15446	724059	transmembrane protein 97 pseudogene 2	8	NA	0	0.03	0	0.04	0	0.1	0.05	0.2	0.08
GFRA2	gene15448	2675	GDNF family receptor alpha 2	8	 -21549530	0.35	0.88	0.77	0.21	0.46	0.41	0.31	0.5	0.18
FNDC7	gene1545	163479	fibronectin type III domain containing 7	1	 109255556	0.06	0.08	0.02	0.06	0.07	0	0.03	0	0.06
DOK2	gene15450	9046	docking protein 2, 56kDa	8	 -21766384	0.03	0	0	0.11	0	0	0.06	0.08	0
XPO7	gene15451	23039	exportin 7	8	  21777180	17.84	21.31	17.31	15.76	16.94	13.78	29.56	27.26	15.85
NPM2	gene15452	10361	nucleophosmin/nucleoplasmin 2	8	  21882354	0.06	0.06	0	0.06	0	0.14	0	0	0.05
FGF17	gene15453	8822	fibroblast growth factor 17	8	  21900428	0.11	31.21	32.97	2.72	0.31	0.37	0.04	0.26	2.87
EPB49	gene15454	NA	NA	NA	NA	0.19	2.13	1.27	0.23	0.36	0.33	0.3	0.35	0.26
FAM160B2	gene15455	64760	family with sequence similarity 160, member B2	8	  21946714	3.15	7.44	6.33	2.06	7.1	5.23	4.18	4.47	1.42
NUDT18	gene15456	79873	nudix (nucleoside diphosphate linked moiety X)-type motif 18	8	 -21964383	0.16	0.62	0.43	0.17	0.74	0.63	0.24	0.3	0.19
HR	gene15457	55806	hair growth associated	8	 -21971932	0.01	0.01	0.05	0.01	0.05	0.09	0.09	0.03	0.01
REEP4	gene15458	80346	receptor accessory protein 4	8	 -21995533	6.27	11.69	8.9	4.59	10.59	9.07	6.98	7.91	4.54
LGI3	gene15459	203190	leucine-rich repeat LGI family, member 3	8	 -22004343	0	0	0	0	0	0	0	0	0.01
STXBP3	gene1546	6814	syntaxin binding protein 3	1	 109289285	7.74	9.3	8.67	5.36	10.02	8.87	10.7	10.34	5.7
BMP1	gene15461	649	bone morphogenetic protein 1	8	  22022653	2.28	3.82	3.34	1.39	13.25	10.04	3.78	3.74	1.26
PHYHIP	gene15462	9796	phytanoyl-CoA 2-hydroxylase interacting protein	8	 -22077216	0.81	0.8	0.74	0.89	0.13	0.07	0.78	1.23	0.65
POLR3D	gene15464	661	polymerase (RNA) III (DNA directed) polypeptide D, 44kDa	8	  22102619	6.89	11.59	9.15	7.8	14.36	12.83	10.25	11.46	7.78
PIWIL2	gene15466	55124	piwi-like RNA-mediated gene silencing 2	8	  22132810;   22133080	0.16	0.03	0.04	0.02	0	0.02	0.13	0.15	0.05
SLC39A14	gene15467	23516	solute carrier family 39 (zinc transporter), member 14	8	  22224762;   22225050	6.29	11.34	10.14	18.36	10.92	9.72	9.47	10.06	22.55
PPP3CC	gene15469	5533	protein phosphatase 3, catalytic subunit, gamma isozyme	8	  22298483	1.02	1.67	1.71	0.6	4.51	4	0.96	1.08	0.48
LOC100271656	gene1547	100271656	N-acetylneuraminic acid phosphatase pseudogene	1	NA	0.02	0.04	0.07	0.04	0.01	0.05	0.14	0.12	0.04
BTF3P3	gene15470	652964	basic transcription factor 3, pseudogene 3	8	NA	0	0	0.09	0.08	0.19	0	0	0.09	0
SORBS3	gene15471	10174	sorbin and SH3 domain containing 3	8	  22423179;   22409251	12.71	18.08	14.58	8.63	26.59	19.32	18.01	16.96	6
PDLIM2	gene15472	64236	PDZ and LIM domain 2 (mystique)	8	  22437987;   22436254	2.38	4.35	4.11	3.46	9.03	8.06	2.83	3.39	3.53
C8orf58	gene15473	541565	chromosome 8 open reading frame 58	8	  22457114	4.38	6.1	5.3	3.67	6.02	5.23	5.38	5.99	3.43
KIAA1967	gene15474	NA	NA	NA	NA	16.92	23.74	19.97	14.91	16.3	13.27	37.34	33.39	16.91
BIN3	gene15475	55909	bridging integrator 3	8	 -22477947	4.6	3.84	3.56	3.2	2.94	2.77	6.48	5.97	3.18
FLJ14107	gene15476	NA	NA	NA	NA	0	0	0.23	0	0.04	0.12	0.22	0.16	0.13
EGR3	gene15477	1960	early growth response 3	8	 -22545174	0.4	0.06	0.09	0.06	0.21	0.21	0.87	1.17	0.03
PEBP4	gene15478	157310	phosphatidylethanolamine-binding protein 4	8	 -22570765	0	0.08	0	0	0	0	0.06	0	0
RHOBTB2	gene15479	23221	Rho-related BTB domain containing 2	8	  22853361;   22857092;   22844930	1.6	4.35	4.15	1.47	3.06	2.37	2.52	2.77	1.65
AKNAD1	gene1548	254268	AKNA domain containing 1	1	-109358520	0	0.08	0.04	0	0	0	0.02	0	0
TNFRSF10B	gene15480	8795	tumor necrosis factor receptor superfamily, member 10b	8	 -22877648	13.91	23.1	18.36	9.83	27.62	21.32	27.68	25.94	10.24
LOC286059	gene15481	286059	tumor necrosis factor receptor superfamily, member 10d, decoy with truncated death domain pseudogene	8	  22925742	0.05	0.05	0.05	0.1	0.03	0.03	0.11	0.19	0.16
LOC254896	gene15482	254896	uncharacterized LOC254896	8	  22941868	0.51	0.54	0.07	0.13	0.7	0.29	0.64	0.46	0.35
TNFRSF10C	gene15483	8794	tumor necrosis factor receptor superfamily, member 10c, decoy without an intracellular domain	8	  22960327	1.05	2.28	2.07	2.74	12.2	6.82	1.88	1.16	2.36
TNFRSF10D	gene15484	8793	tumor necrosis factor receptor superfamily, member 10d, decoy with truncated death domain	8	 -22993101	2.7	4.95	4.59	2.4	10.82	7.91	4.04	3.93	2.19
TNFRSF10A	gene15485	8797	tumor necrosis factor receptor superfamily, member 10a	8	 -23048970	0.07	0.65	0.45	1.45	1.14	0.83	0.12	0.26	1.46
LOC389641	gene15487	389641	uncharacterized LOC389641	8	  23082734	0.22	0.57	0.36	0.36	0.26	0.19	1.27	0.99	0.31
CHMP7	gene15488	91782	charged multivesicular body protein 7	8	  23101150	6.65	7.78	6.8	5.73	6.67	5.2	9.83	10.34	5.57
R3HCC1	gene15489	203069	R3H domain and coiled-coil containing 1	8	  23145612	8.92	9.62	7.38	4.83	6.48	6.2	15.41	15.05	5.2
LOXL2	gene15490	4017	lysyl oxidase-like 2	8	 -23154410	11.35	11.69	11.48	6.35	68.43	52.07	21.95	19.78	6.02
LOC100507156	gene15491	100507156	uncharacterized LOC100507156	8	  23193721	0.01	0	0.11	0	0.02	0.02	0.03	0.06	0.01
ENTPD4	gene15492	9583	ectonucleoside triphosphate diphosphohydrolase 4	8	 -23286665	11.25	13.36	11.38	4.33	9.86	9.99	21.7	19.1	3.45
LOC646708	gene15493	646708	DnaJ (Hsp40) homolog, subfamily C, member 5 pseudogene	8	NA	0	0	0.03	0	0	0	0	0	0
SLC25A37	gene15494	51312	solute carrier family 25 (mitochondrial iron transporter), member 37	8	  23386363	6.69	8.18	6.88	3.3	7.92	6.83	10.96	10.13	2.73
FAM60DP	gene15495	646721	family with sequence similarity 60, member A pseudogene	8	NA	0	0	0	0	0.14	0	0	0	0
NKX3-1	gene15496	4824	NK3 homeobox 1	8	 -23536206	0.29	0.08	0.06	0.11	0.21	0.23	0.22	0.24	0.24
NKX2-6	gene15497	137814	NK2 homeobox 6	8	 -23559964	0	0	0	0	0	0.09	0	0.09	0
STC1	gene15498	6781	stanniocalcin 1	8	 -23699434	1.24	17.7	21.25	3.67	3.39	2.31	2.25	2.21	3.37
ADAM28	gene15499	10863	ADAM metallopeptidase domain 28	8	  24151580	0	0.66	0.36	0.02	0.04	0.07	0.03	0.02	0.07
ZBTB48	gene155	3104	zinc finger and BTB domain containing 48	1	   6640063	3.08	3.71	3.17	1.58	2.24	2.13	5.38	4.18	2.31
GPSM2	gene1550	29899	G-protein signaling modulator 2	1	 109419603	3.78	12.86	12.76	2.64	3.75	3.31	3.9	4.05	1.5
NEFM	gene15503	4741	neurofilament, medium polypeptide	8	  24771274;   24772455	3.73	41.19	48.37	62.09	9.67	6.72	2.27	2.73	22.11
NEFL	gene15504	4747	neurofilament, light polypeptide	8	 -24808469	1.6	17.45	19.83	13.52	3.53	2.31	1.46	1.68	5.59
DOCK5	gene15506	80005	dedicator of cytokinesis 5	8	  25042287	0.38	0.41	0.38	0.72	0.94	0.7	0.42	0.42	0.79
